1000,1.0
2000,0
3000,1.0
4000,1.0
5000,0
6000,0
7000,1.0
8000,0
9000,1.0
10000,2.0
11000,1.0
12000,1.0
13000,1.0
14000,1.0
15000,4.0
16000,1.0
17000,0
18000,1.0
19000,2.0
20000,3.0
21000,0
22000,3.0
23000,2.0
24000,2.0
25000,0
26000,0
27000,0
28000,2.0
29000,0
30000,2.0
31000,0
32000,2.0
33000,2.0
34000,0
35000,0
36000,1.0
37000,0
38000,1.0
39000,1.0
40000,2.0
41000,0
42000,1.0
43000,1.0
44000,1.0
45000,0
46000,0
47000,1.0
48000,1.0
49000,1.0
50000,1.0
51000,2.0
52000,1.0
53000,2.0
54000,0
55000,1.0
56000,0
57000,0
58000,0
59000,2.0
60000,0
61000,1.0
62000,0
63000,1.0
64000,2.0
65000,3.0
66000,1.0
67000,1.0
68000,2.0
69000,1.0
70000,1.0
71000,2.0
72000,0
73000,1.0
74000,2.0
75000,1.0
76000,1.0
77000,0
78000,1.0
79000,2.0
80000,2.0
81000,2.0
82000,1.0
83000,0
84000,2.0
85000,0
86000,1.0
87000,0
88000,0
89000,2.0
90000,1.0
91000,1.0
92000,0
93000,2.0
94000,0
95000,0
96000,3.0
97000,0
98000,0
99000,1.0
100000,0
101000,1.0
102000,1.0
103000,1.0
104000,0
105000,1.0
106000,2.0
107000,4.0
108000,1.0
109000,0
110000,0
111000,1.0
112000,3.0
113000,2.0
114000,2.0
115000,0
116000,0
117000,0
118000,1.0
119000,0
120000,2.0
121000,2.0
122000,1.0
123000,1.0
124000,0
125000,1.0
126000,1.0
127000,1.0
128000,1.0
129000,0
130000,0
131000,0
132000,2.0
133000,1.0
134000,3.0
135000,1.0
136000,0
137000,1.0
138000,0
139000,0
140000,0
141000,0
142000,2.0
143000,4.0
144000,0
145000,1.0
146000,1.0
147000,2.0
148000,2.0
149000,0
150000,2.0
151000,1.0
152000,1.0
153000,1.0
154000,1.0
155000,2.0
156000,0
157000,1.0
158000,2.0
159000,3.0
160000,1.0
161000,2.0
162000,0
163000,1.0
164000,1.0
165000,0
166000,1.0
167000,2.0
168000,0
169000,1.0
170000,0
171000,0
172000,1.0
173000,3.0
174000,1.0
175000,2.0
176000,0
177000,0
178000,2.0
179000,0
180000,1.0
181000,0
182000,1.0
183000,0
184000,1.0
185000,0
186000,1.0
187000,0
188000,1.0
189000,1.0
190000,3.0
191000,2.0
192000,1.0
193000,1.0
194000,1.0
195000,0
196000,2.0
197000,1.0
198000,1.0
199000,0
200000,3.0
201000,0
202000,1.0
203000,1.0
204000,1.0
205000,0
206000,1.0
207000,0
208000,2.0
209000,0
210000,2.0
211000,1.0
212000,3.0
213000,0
214000,1.0
215000,0
216000,1.0
217000,1.0
218000,0
219000,0
220000,0
221000,2.0
222000,2.0
223000,2.0
224000,3.0
225000,3.0
226000,2.0
227000,0
228000,0
229000,0
230000,0
231000,1.0
232000,0
233000,2.0
234000,1.0
235000,0
236000,0
237000,0
238000,2.0
239000,0
240000,2.0
241000,0
242000,1.0
243000,2.0
244000,1.0
245000,1.0
246000,2.0
247000,1.0
248000,1.0
249000,2.0
250000,0
251000,2.0
252000,1.0
253000,0
254000,1.0
255000,2.0
256000,0
257000,0
258000,2.0
259000,1.0
260000,0
261000,1.0
262000,1.0
263000,3.0
264000,1.0
265000,0
266000,2.0
267000,3.0
268000,1.0
269000,1.0
270000,0
271000,2.0
272000,2.0
273000,0
274000,1.0
275000,1.0
276000,2.0
277000,1.0
278000,0
279000,0
280000,1.0
281000,0
282000,0
283000,1.0
284000,2.0
285000,1.0
286000,0
287000,1.0
288000,1.0
289000,0
290000,0
291000,0
292000,1.0
293000,1.0
294000,3.0
295000,2.0
296000,1.0
297000,0
298000,2.0
299000,1.0
300000,0
