1,1.0
2,0
3,0
4,4.0
5,0
6,2.0
7,2.0
8,0
9,2.0
10,0
11,1.0
12,0
13,1.0
14,1.0
15,2.0
16,1.0
17,1.0
18,1.0
19,0
20,2.0
21,3.0
22,1.0
23,0
24,2.0
25,2.0
26,0
27,2.0
28,2.0
29,0
30,0
31,3.0
32,1.0
33,0
34,0
35,1.0
36,0
37,1.0
38,0
39,2.0
40,2.0
41,1.0
42,0
43,1.0
44,0
45,0
46,1.0
47,2.0
48,0
49,1.0
50,0
51,1.0
52,1.0
53,1.0
54,0
55,0
56,0
57,2.0
58,0
59,4.0
60,3.0
61,2.0
62,3.0
63,2.0
64,1.0
65,0
66,0
67,1.0
68,0
69,2.0
70,2.0
71,0
72,3.0
73,0
74,0
75,2.0
76,2.0
77,1.0
78,2.0
79,0
80,0
81,1.0
82,3.0
83,2.0
84,1.0
85,0
86,0
87,0
88,1.0
89,0
90,1.0
91,1.0
92,1.0
93,1.0
94,1.0
95,0
96,0
97,1.0
98,1.0
99,0
100,2.0
101,0
102,1.0
103,0
104,2.0
105,1.0
106,0
107,1.0
108,2.0
109,0
110,0
111,1.0
112,0
113,2.0
114,2.0
115,0
116,1.0
117,3.0
118,2.0
119,3.0
120,0
121,1.0
122,1.0
123,0
124,1.0
125,2.0
126,2.0
127,0
128,4.0
129,1.0
130,0
131,1.0
132,1.0
133,0
134,2.0
135,0
136,0
137,1.0
138,1.0
139,1.0
140,1.0
141,2.0
142,2.0
143,1.0
144,1.0
145,0
146,0
147,0
148,0
149,2.0
150,2.0
151,1.0
152,1.0
153,0
154,2.0
155,1.0
156,0
157,0
158,0
159,0
160,2.0
161,1.0
162,2.0
163,1.0
164,3.0
165,0
166,1.0
167,2.0
168,2.0
169,0
170,0
171,2.0
172,1.0
173,2.0
174,2.0
175,2.0
176,1.0
177,0
178,1.0
179,3.0
180,2.0
181,1.0
182,2.0
183,0
184,0
185,0
186,2.0
187,0
188,0
189,1.0
190,2.0
191,0
192,2.0
193,1.0
194,0
195,1.0
196,0
197,0
198,0
199,0
200,2.0
201,0
202,1.0
203,1.0
204,0
205,0
206,2.0
207,0
208,1.0
209,1.0
210,1.0
211,3.0
212,3.0
213,1.0
214,3.0
215,0
216,0
217,0
218,2.0
219,0
220,0
221,2.0
222,1.0
223,2.0
224,1.0
225,3.0
226,2.0
227,0
228,1.0
229,1.0
230,1.0
231,1.0
232,0
233,0
234,4.0
235,1.0
236,2.0
237,0
238,0
239,0
240,0
241,0
242,1.0
243,0
244,0
245,0
246,0
247,1.0
248,1.0
249,3.0
250,0
251,2.0
252,3.0
253,1.0
254,2.0
255,0
256,4.0
257,2.0
258,0
259,1.0
260,0
261,0
262,1.0
263,2.0
264,2.0
265,1.0
266,2.0
267,2.0
268,2.0
269,0
270,1.0
271,2.0
272,2.0
273,1.0
274,0
275,1.0
276,0
277,0
278,1.0
279,0
280,0
281,0
282,0
283,2.0
284,0
285,0
286,0
287,0
288,3.0
289,0
290,2.0
291,1.0
292,1.0
293,2.0
294,2.0
295,1.0
296,0
297,1.0
298,1.0
299,0
300,0
