1000,1.0
2000,2.0
3000,2.0
4000,2.0
5000,0
6000,1.0
7000,2.0
8000,0
9000,1.0
10000,1.0
11000,0
12000,0
13000,1.0
14000,0
15000,0
16000,1.0
17000,2.0
18000,0
19000,2.0
20000,1.0
21000,0
22000,2.0
23000,0
24000,1.0
25000,1.0
26000,2.0
27000,0
28000,0
29000,0
30000,1.0
31000,0
32000,3.0
33000,1.0
34000,1.0
35000,1.0
36000,0
37000,3.0
38000,1.0
39000,0
40000,1.0
41000,1.0
42000,0
43000,3.0
44000,1.0
45000,2.0
46000,3.0
47000,1.0
48000,1.0
49000,1.0
50000,2.0
51000,1.0
52000,1.0
53000,0
54000,1.0
55000,1.0
56000,1.0
57000,1.0
58000,0
59000,0
60000,0
61000,1.0
62000,0
63000,1.0
64000,1.0
65000,0
66000,1.0
67000,1.0
68000,0
69000,2.0
70000,0
71000,0
72000,0
73000,3.0
74000,1.0
75000,2.0
76000,3.0
77000,2.0
78000,0
79000,0
80000,2.0
81000,0
82000,0
83000,2.0
84000,0
85000,1.0
86000,1.0
87000,3.0
88000,3.0
89000,1.0
90000,1.0
91000,2.0
92000,1.0
93000,0
94000,0
95000,2.0
96000,1.0
97000,0
98000,2.0
99000,0
100000,0
101000,0
102000,0
103000,1.0
104000,0
105000,5.0
106000,1.0
107000,2.0
108000,2.0
109000,1.0
110000,1.0
111000,1.0
112000,1.0
113000,2.0
114000,1.0
115000,0
116000,0
117000,0
118000,0
119000,0
120000,1.0
121000,0
122000,1.0
123000,1.0
124000,1.0
125000,1.0
126000,1.0
127000,0
128000,1.0
129000,1.0
130000,2.0
131000,2.0
132000,0
133000,1.0
134000,2.0
135000,2.0
136000,1.0
137000,1.0
138000,0
139000,1.0
140000,1.0
141000,1.0
142000,1.0
143000,1.0
144000,3.0
145000,1.0
146000,1.0
147000,1.0
148000,2.0
149000,0
150000,1.0
151000,0
152000,1.0
153000,2.0
154000,0
155000,4.0
156000,1.0
157000,1.0
158000,0
159000,2.0
160000,2.0
161000,0
162000,0
163000,0
164000,0
165000,2.0
166000,1.0
167000,1.0
168000,0
169000,0
170000,0
171000,1.0
172000,1.0
173000,0
174000,0
175000,0
176000,2.0
177000,0
178000,1.0
179000,0
180000,1.0
181000,1.0
182000,1.0
183000,0
184000,1.0
185000,0
186000,2.0
187000,3.0
188000,3.0
189000,0
190000,3.0
191000,3.0
192000,2.0
193000,0
194000,0
195000,1.0
196000,2.0
197000,0
198000,2.0
199000,2.0
200000,2.0
201000,2.0
202000,2.0
203000,1.0
204000,2.0
205000,1.0
206000,1.0
207000,2.0
208000,1.0
209000,0
210000,0
211000,0
212000,2.0
213000,0
214000,0
215000,1.0
216000,0
217000,1.0
218000,1.0
219000,1.0
220000,0
221000,0
222000,0
223000,1.0
224000,1.0
225000,0
226000,1.0
227000,2.0
228000,0
229000,0
230000,2.0
231000,2.0
232000,2.0
233000,0
234000,1.0
235000,1.0
236000,1.0
237000,0
238000,2.0
239000,4.0
240000,1.0
241000,0
242000,0
243000,1.0
244000,3.0
245000,1.0
246000,1.0
247000,1.0
248000,1.0
249000,1.0
250000,1.0
251000,2.0
252000,0
253000,0
254000,0
255000,2.0
256000,1.0
257000,0
258000,0
259000,0
260000,1.0
261000,1.0
262000,1.0
263000,1.0
264000,2.0
265000,0
266000,1.0
267000,0
268000,1.0
269000,1.0
270000,2.0
271000,1.0
272000,2.0
273000,3.0
274000,1.0
275000,1.0
276000,1.0
277000,0
278000,0
279000,1.0
280000,1.0
281000,2.0
282000,1.0
283000,1.0
284000,2.0
285000,1.0
286000,3.0
287000,1.0
288000,2.0
289000,1.0
290000,2.0
291000,1.0
292000,1.0
293000,1.0
294000,0
295000,2.0
296000,0
297000,0
298000,2.0
299000,0
300000,0
